store_id,store_name,restaurant_type,city
u4vc,Ocaso Skyscape,SNAcks,Dhaka
u4wl,Nasima'S Kitchen,Rice Dishes,Dhaka
u4yq,King'S Barbecue,SNAcks,Dhaka
u4z7,Charleys,Fast Food,Dhaka
u4zo,The Courtyard At Park Heights,Fast Food,Dhaka
u56w,Good Food Good Health,Bangladeshi,Tangail
u5bf,Vorta Vaji Restaurant,Bangladeshi,Dhaka
u5ch,Madchef,Fast Food,Dhaka
u5co,Madina Sweets And Biryani House,Dessert,Barisal
u5dj,Mayer Doya Biryani House,Bangladeshi,Dhaka
u5dw,Dhoa Restaurant,Fast Food,Kushtia
u5fa,Rannaghor Restaurant And Cafe,Bangladeshi,Kushtia
u5fn,Shamim Hotel,Bangladeshi,Khulna
u5hz,Friends Thai & Chinese Restaurant,Chinese,Gazipur
u5ic,Dhaka Haji Biriyani,Biryani,Mymensingh
u5iz,Indian Spicy,Rice Dishes,Rajshahi
u5ji,Cafe 19,Fast Food,Dhaka
u5k5,Shawarma Heaven,Shawarma,Dhaka
u5ki,Adday Coffee,Fast Food,Naogaon
u5pa,Mithai,Dessert,Dhaka
u5pb,Cp Five Star,SNAcks,Feni
u5qg,Sabereng,Bangladeshi,Dhaka
u5rf,Pak Muslim Hotel,Bangladeshi,Mymensingh
u5sa,Fu,Shawarma,Dhaka
u5sf,Rice Box,Bangladeshi,Dhaka
u5vb,Food Care Plus Restaurant,Bangladeshi,Sirajganj
u5vu,Real Taste Fast Food & Mini Chinese,Fast Food,Brahmanbaria
u5zk,Tasty Treat,Cakes,Narsingdi
u5zp,Burger Worlds,Burgers,Barisal
u5zy,Presley The Bakers,Cakes,Khulna
u67i,King Chef,Burgers,Dhaka
u687,Vorta Bari Restaurant,Bangladeshi,Dhaka
u68a,Pandago Ob,Bangladeshi,Jhenaidah
u6aa,Tasty Biryani,Bangladeshi,Dhaka
u6ai,Bhorta Bhaat Restora,Bangladeshi,Dhaka
u6cl,Radhuni,Bangladeshi,Khulna
u6d3,Nabanno Eco Restaurant,Burgers,Brahmanbaria
u6dc,Grill House,Kebab,Rajshahi
u6dg,Muslim Biryani Limted,Biryani,Dhaka
u6dp,Cha With Ta,Fast Food,Dhaka
u6ed,Boo Boo World,SNAcks,Chittagong
u6fe,Cafe Bar,Chinese,Bogra
u6gy,Magpie Chinese Restaurant,Chinese,Dhaka
u6hh,Dhaka Shawrma House,Rice Dishes,Sylhet
u6kh,Live Wood Fire Pizza,Pizza,Dhaka
u6kt,Jannat Apa'S Kitchen,Bangladeshi,Kishoreganj
u6lp,Well Food,Dessert,Dhaka
u6mc,Segafredo Zanetti Espresso,Fast Food,Chittagong
u6oe,Shama Canteen,Bangladeshi,Kishoreganj
u6pq,Pizza Scientist,Fast Food,Dhaka
u6pw,Burger House Tastism,Fast Food,Savar
u6rg,Yellows' Kitchen,Fast Food,Dhaka
u6rk,Coffee House,Fast Food,Khulna
u6rw,Good Time,Fast Food,Dhaka
u6sb,Sakib'S Kitchen,Fast Food,Dhaka
u6so,Burger Cheese Bd,Burgers,Dhaka
u6tz,Mashaallah Hot Burger,Burgers,Dhaka
u6vi,Hazi Kacchi Ghor,Biryani,Gazipur
u6yc,Makka Biryani Ghor,Bangladeshi,Khulna
u703,Burger World,Burgers,Feni
u72g,Appayon Hotel & Restaurant,Bangladeshi,Naogaon
u73i,Bubble,Dessert,Chittagong
u73z,Arabian Bites,SNAcks,Dhaka
u741,Masud Cosmetics,Bangladeshi,Sirajganj
u7ba,Hamza Biryani,Bangladeshi,Dhaka
u7ec,The Forest Lounge,NA,Dhaka
u7el,Md. Jakir Catering Service,Bangladeshi,Dhaka
u7fc,Cp Five Star,Fast Food,Dhaka
u7gu,Cafe Joynogor & Biryani House,SNAcks,Chittagong
u7he,Fuchka Khadok,Chotpoti & Fuchka,Feni
u7hq,Food Truck,SNAcks,Dhaka
u7ij,Banee'S Creation,Cakes,Dhaka
u7jn,Mithaiwala,Dessert,Dhaka
u7jo,Hazi Nanna Biryani,Biryani,Dhaka
u7lz,Mithai,Dessert,Sylhet
u7ma,Dhaka Haji Biryani,Biryani,Mymensingh
u7md,Zaman Exclusive & Biryani House,Rice Dishes,Chittagong
u7nn,Sultana'S Kitchen,Fast Food,Dhaka
u7on,Roshona Bilash 1,Bangladeshi,Mymensingh
u7ou,Brahmanbaria Sumon Fuchka Bilash,SNAcks,Dhaka
u7oz,Juice World (Gulshan),SNAcks,Dhaka
u7qz,North End Coffee Roasters,Cafe,Dhaka
u7rr,Momo House,Dumpling,Dhaka
u7rw,Pizza Club,Fast Food,Dhaka
u7su,Ht6,Fast Food,Dinajpur
u7tf,Mamar Bari Restaurant,Bangladeshi,Moulvibazar
u7tt,Special Fuchka & Chotpoti,Bangladeshi,Tangail
u7ve,Well Food,Dessert,Dhaka
u7wv,Valentine'S Cafe,Chinese,Dhaka
u7ww,Meher Cafe,Fast Food,Dhaka
u7xa,Pizza Factory,Pizza,Bogra
u7xn,Mi Amore Restaurant & Ice Cream Parlor,Fast Food,Rangpur
u7xp,Indian Dhaba,Indian,Dhaka
u7xz,Nawabiana,Kebab,Mymensingh
u7yk,Zotpot Juice N' Bites,Dessert,Jessore
u7zu,Handi Bari,SNAcks,Dhaka
u81v,The Food Fektory,Fast Food,Mymensingh
u8aq,Cafe Spartan,Fast Food,Dhaka
u8eb,Cheese Bite,Fast Food,Dhaka
u8fr,Bandhon Restaurant,Chinese,Savar
u8ga,F.A Juice Bar,Juice Corner,Bogra
u8ic,Mithai,Dessert,Savar
u8je,Meal Deal,Fast Food,Dhaka
u8jt,Checker'S Bd,Pizza,Dhaka
u8l4,Shang High Express.,Chinese,Dhaka
u8n4,Brown Cherry,Bangladeshi,Dhaka
u8nb,Delicious Pizza House,Pizza,Dhaka
u8nf,Saint'S Cafe,Fast Food,Chittagong
u8nl,Tasty Treat,Dessert,Sylhet
u8no,Savannah By Midori,Chinese,Dhaka
u8nt,Sumi'S Kitchen,SNAcks,Dhaka
u8rg,Exness Cafe,Fast Food,Naogaon
u8sr,Dosa Bhai,Beverage,Dhaka
u8u1,Mrs. Ferdous Kitchen,Burgers,Dhaka
u8u9,Fnf Cake N Shake,Cafe,Gopalganj
u8uy,Haji Biryani,Bangladeshi,Mymensingh
u8xl,Sahajalal Fuska House,Chotpoti & Fuchka,Dhaka
u8zc,Sakib Tehari Ghor,Tehari,Dhaka
u8zk,Ishti Kutum Chinese Restaurant,Chinese,Sylhet
u8zp,Bismillah Fast Food,Fast Food,Gazipur
u99d,Nahar Kitchen,Bangladeshi,Dhaka
u9au,Burger House,Burgers,Dhaka
u9bl,Anika Bhrammoman Chinese,Rice Dishes,Dinajpur
u9bt,Open Kitchen,Fast Food,Dhaka
u9cd,Mashallah Lacchi & Snacks,Beverage,Dhaka
u9cm,Tasty Treat,Dessert,Comilla
u9fo,Tahamina Homemade Foods,SNAcks,Chittagong
u9hh,Chatga Hot & Cool,Biryani,Chittagong
u9jh,Soudiya Catering & Restaurant,Bangladeshi,Dhaka
u9jy,Gang Talk Cafe,Fast Food,Dhaka
u9k1,The Gourmet Burgers,Burgers,Dhaka
u9kc,Diganto Thai Chinese & Kabab,Indian,Savar
u9ko,Islam Canteen,Bangladeshi,Dhaka
u9kr,Icy Spicy,Fast Food,Comilla
u9le,Cafe Red Chilli Restaurant,Bangladeshi,Gazipur
u9pi,Warsi La,Asian,Dhaka
u9pl,Tamim Bhai Chotpoti Fuchka,Chotpoti & Fuchka,Satkhira
u9sa,American Burger,Burgers,Dhaka
u9sf,Lahams Kabab Ghar,Kebab,Chittagong
u9ss,Swapnil Restaurant,Asian,Chittagong
u9sz,Pasta Republic,Pasta,Dhaka
u9uk,The Lunch Box,Fast Food,Dhaka
u9up,Attin Arabian Restaurant,Middle Eastern,Dhaka
u9va,New Esti Kutum,Bangladeshi,Comilla
u9vv,Mother'S Home Kitchen,Bangladeshi,Dhaka
u9xd,Sausly'S Foods,Dessert,Dhaka
u9xy,Cafe Orion Restaurant,Bangladeshi,Chittagong
u9yd,Food Care Plus Fast Food & Chinese,Fast Food,Sirajganj
u9zk,Mama Shahi Chotpoti & Fuchka,SNAcks,Dinajpur
u9zy,Rice Bowl,Fast Food,Dhaka
ua59,Munshi Hotel,Bangladeshi,Dhaka
uaa7,Khaleda'S Kitchen,Bangladeshi,Dhaka
uakb,Tasty Food Corner,Bangladeshi,Rangpur
uamu,Momo'S Kitchen House,Dumpling,Dhaka
uarp,Cliqnpay,Bangladeshi,Dhaka
uas9,Juice Club,Juice Corner,Rangpur
ub2t,Roast & Rice,Bangladeshi,Dhaka
ubai,Good Food Cafe And Restaurant,Steak,Bogra
ubbn,Bengali Aroma,Bangladeshi,Dhaka
ubc8,Fusion Feast,SNAcks,Chittagong
uboo,Ghorer Khabar,Bangladeshi,Dhaka
ubw4,Ruhani Kalapata Hotel & Restaurant,Bangladeshi,Bogra
ubzz,Mad Russ,Fast Food,Chittagong
uc4s,Chef Multicuisine Restaurant,Asian,Dhaka
uc89,Pizza Vivante,Pizza,Dhaka
ucec,Green Apple Restaurant,Beverage,Dhaka
ucit,Shorisha Tehari Ghor,Biryani,Dhaka
ucnl,Faloodaology,Bangladeshi,Khulna
ud0e,Bismillah Khichuri Ghar,Bangladeshi,Dhaka
udd5,Rayhan Biryani House,Biryani,Dhaka
udfv,Crosta,Bangladeshi,Dhaka
udg8,Indian Dosa Darbar,Fast Food,Dhaka
udhn,Mr. Chef,Burgers,Chittagong
udi9,Ambrosia Family Dine,Fast Food,Sylhet
udjo,Rolls N More,Fast Food,Dhaka
udp5,Sushi Inn,Sushi,Dhaka
udtw,Food King,Fast Food,Mymensingh
ue0v,Kalai Rutir Adda,Bangladeshi,Dhaka
uec7,Orabi Restaurant,SNAcks,Dhaka
uedq,The Pakistan'S Plate,Kebab,Dhaka
uezh,Aunty'S Cooking,Bangladeshi,Dhaka
ufck,Whatta Bowl,Chinese,Dhaka
ufhh,Treat 'N Secret,Fast Food,Dhaka
ufi3,Faruk Food Corner,SNAcks,Dhaka
ufia,Asian Bar,Bangladeshi,Dhaka
uflm,Momo'S King,Dumpling,Chittagong
ufmq,Chief'S Lounge,SNAcks,Dhaka
ufp4,Kavazo,Cakes,Dhaka
ufr5,The Plates,SNAcks,Dhaka
ugi0,Wingstate,SNAcks,Dhaka
ugp5,Pizzanor,Pizza,Dhaka
ugqv,Masala Mantra,Curry,Dhaka
ugyn,Cafe Yummy Delights,Fast Food,Jessore
uh37,Awesome Dimsum,Japanese,Dhaka
uh50,Martina'S Kitchen,Bangladeshi,Dhaka
uh63,Bengal Meat Deli,Fast Food,Chittagong
uh9w,Fuchka Craze,Bangladeshi,Dhaka
uheq,Mithai Alangkar Moor,Dessert,Chittagong
uhfe,Kacchi Point,Rice Dishes,Dhaka
uhgn,Roadside Kitchen,SNAcks,Dhaka
uhoj,The Waffle Bar,Dessert,Chittagong
uhst,arabian Burger Point,Burgers,Dhaka
uhup,Alfredough,Pizza,Dhaka
uhzh,Alif Hassan Hotel & Restaurant,Bangladeshi,Dhaka
ui8r,Streeto,Fast Food,Dhaka
uirf,Kacchi Xpress,Biryani,Sylhet
uitc,Chef Oven,Pizza,Brahmanbaria
uiwg,Snaxy,Fast Food,Dhaka
uiym,Eat & Meet,SNAcks,Dhaka
uj1v,M'Oishi,Dessert,Dhaka
uj76,Mazeda Cafe And Restaurant,Fast Food,Dhaka
uj7a,Uttara Sathi Chotpoti & Fuchka House,Chotpoti & Fuchka,Dhaka
ujg9,Wrap Up,Wraps,Dhaka
ujgo,Crust,Pizza,Dhaka
ujis,Nasta Bazaar,Bangladeshi,Dhaka
ujme,Dilkhush,Curry,Dhaka
ujq1,Palmer'S Tong,Beverage,Dhaka
ujsj,Bismillah Hotel & Restaurant,SNAcks,Comilla
ujwa,Pink Salt Restaurant,Burgers,Dhaka
uk66,Allahr Dan Hazi Biryani House,Rice Dishes,Jessore
uk9a,Alif'S Virtual Food And Fit (Mohakhali),Bangladeshi,Dhaka
ukr6,Moricher Guro,Bangladeshi,Chittagong
ukw6,Bangali Voj,Bangladeshi,Dhaka
ul1c,China Grill,Kebab,Dhaka
ul6c,Br.Gr Klub,Burgers,Dhaka
ulta,Food Lab,Burgers,Dhaka
uluj,Dim Sum Town,Rice Dishes,Dhaka
umbu,Grand Area Restaurant,Indian,Dhaka
umcy,Shaad Cafe,Fast Food,Sylhet
umir,The Burger Bari,Burgers,Dhaka
uml6,Cheezza Palace,Pizza,Dhaka
umli,Grand Prince Thai & Chinese Restaurant,Chinese,Dhaka
umlt,Meena Sweets,Dessert,Dhaka
umra,Waffle Cafe,Cafe,Dhaka
un1h,Akota Hotel,Bangladeshi,Rajshahi
un2w,Food Trap,Dumpling,Dhaka
un7p,Nobin Hater Ranna,SNAcks,Dhaka
uncc,Waffle Treat,Dessert,Sylhet
unj2,Steak & Sizzle,Steak,Mymensingh
unoh,Mr. Burger,Burgers,Dhaka
uo1c,Khushboo,Bangladeshi,Dhaka
uo22,Adi New Dhali Super Shop Ltd,Bangladeshi,Dhaka
uo5q,Aaznabiz,Burgers,Dhaka
uo99,90'S Dhaka,Fast Food,Dhaka
uobo,Paradise Reyan,Middle Eastern,Dhaka
uoe7,Papa Louie'S Pizza Dhaka Bangladesh,Pizza,Dhaka
uopq,Hot Fresh Pizza,Pizza,Dhaka
uopr,Kfc Barishal,Fried Chicken,Barisal
uozs,Bismillah Traders & Dodhi Vandar,Dessert,Dhaka
up38,Mother'S Kitchen,Bangladeshi,Dhaka
up8s,Umm Cafe,SNAcks,Dhaka
up95,Rasana Delight & Formosa,Bangladeshi,Dhaka
upb6,Sohemi'S Food Club,SNAcks,Dhaka
upft,Spark Restaurant,Fast Food,Bogra
upge,Sarara'S Treat,Dumpling,Dhaka
upi4,Colonials' Canopy,Fast Food,Rajshahi
upol,Pera Doner,SNAcks,Dhaka
uppv,Nr Bangla Kitchen,Noodles,Dhaka
upvq,Vitale Restaurant & Party Center,Fast Food,Dhaka
uq2f,Bbq Blast,Fast Food,Khulna
uqel,Mishu'S Kitchen,SNAcks,Dhaka
uqfx,Dhaka Metro,Khichuri,Dhaka
uqig,Hotel Marina Bangla Restora,Bangladeshi,Dhaka
uqka,ShifaS Food Fiesta,SNAcks,Kushtia
uqpg,Ghorer Ranna Hotel & Restaurant,Bangladeshi,Mymensingh
ur83,Am Kitchen,Rice Dishes,Dhaka
ur8u,Crust,Pizza,Cox'S Bazar
urgf,Nobanno,Bangladeshi,Dhaka
urrz,Pizza & Bbq,Pizza,Dhaka
us0f,Kutum Bari,Bangladeshi,Dhaka
us0z,Hello Mr. Pizza,Pizza,Dhaka
us9c,Bangla Flame,Fast Food,Sylhet
usaw,Tasty Live,SNAcks,Bogra
usmw,Cafe Waffle,Dessert,Dhaka
usoh,Amar Rannaghor,Bangladeshi,Khulna
usu2,Cafe Al,Fast Food,Dhaka
uszu,Kacchir Shomrat,Biryani,Dinajpur
ut1g,Pizza Pop,Pizza,Dhaka
ut54,Toum,Middle Eastern,Dhaka
uta2,Munching Wheels,Fast Food,Sylhet
utx0,Ayush,SNAcks,Rajshahi
uu9o,Pizza Heist,Pizza,Dhaka
uugj,Quanta Kitchen,Bangladeshi,Dhaka
uuqc,Taslima'S Kitc,Bangladeshi,Savar
uvc1,The Breakroom Bogura,Fast Food,Bogra
uvpm,Root,Juice Corner,Dhaka
uvrl,Kutumbari 2.0,Biryani,Comilla
uwja,Pizzu Lab,Pizza,Dhaka
uwob,Chicken Dine,Bangladeshi,Comilla
ux2p,Water Lily Chinese & Fast Food,Dessert,Gazipur
ux3a,Janata Hotel,Rice Dishes,Jhenaidah
ux9u,Miah'S Kitchen,Fast Food,Dhaka
uxj3,Grv Food Court,SNAcks,Rajshahi
uxjg,Cheesy Burg,SNAcks,Bogra
uxnq,Pizzamom,Pizza,Comilla
uxp0,Muslim Sweets,Dessert,Dhaka
uxtv,Pandago Ob,Bangladeshi,Rajshahi
uxut,Pizzabite,Pizza,Sylhet
uyd9,Allegro Art Cafe & Gallery,Cafe,Cox'S Bazar
uyp6,Hajera Kitchan Bd,Bangladeshi,Dhaka
uz4i,Bhai Bhai Dosa Express,Indian,Dhaka
uz4n,"Daily Shopping Sonadanga, Khulna",Bangladeshi,Khulna
uz4r,Shokal Sondha Restaurant,Bangladeshi,Sylhet
uzeo,Xoxo Chat House,Fast Food,Dhaka
uzm7,Shad E Moja,Bangladeshi,Dhaka
uzpw,Shawarma Hut,Shawarma,Chittagong
uzuw,Kacchi Bokhara,Bangladeshi,Bogra
uzzh,Ghorowa Khabar,Bangladeshi,Dhaka
v029,Alif Lam Kitchen,Bangladeshi,Dhaka
v0hi,Hamza Chotpoti & Doi Fuchka,SNAcks,Dhaka
v0js,Hello Dhanmondi Cafe,SNAcks,Dhaka
v0oc,Juicy Burger,Burgers,Gazipur
v0qq,Jafran Resto,Biryani,Dhaka
v0ug,Chaap Kebab Hotel & Restaurant,Bangladeshi,Mymensingh
v0uh,AziS Recipe Book,Bangladeshi,Dhaka
v0yi,Keyas Kitchen,Asian,Dhaka
v0yw,Wagon Food Truck,Bangladeshi,Dhaka
v0zm,Xtra Mayo,SNAcks,Dhaka
v1g5,Momo'S Town And Juice,Dumpling,Dhaka
v1id,Khana'S,Fast Food,Chittagong
v1pl,Cp Fried Chicken,SNAcks,Dhaka
v1qd,Moja,Fast Food,Dhaka
v1v5,China Hall Thai & Chinese Restaurant,Chinese,Dhaka
v1y0,Friends Juice And Coffee Corner,Juice Corner,Khulna
v23p,Village Food,Bangladeshi,Mymensingh
v2ly,Shaad By Rumin'S Kitchen,Bangladeshi,Dhaka
v2rd,Fancy Dine,Beverage,Dhaka
v2vg,Bar,Kebab,Dhaka
v2x7,Mithai,Dessert,Gazipur
v2y3,The Engineer'S Kitchen,SNAcks,Dhaka
v379,Spice & Chill Restaurant,Fast Food,Dhaka
v37m,Nababi Kebab,Kebab,Kushtia
v38k,Cake Gallery,Cakes,Dhaka
v3kz,Bazarkhoroch.Com,Bangladeshi,Gazipur
v3l7,Home Made Restaurant,Bangladeshi,Rangpur
v3mk,Slash Coffee Roasting Co.,Fast Food,Dhaka
v3um,Wayhed Fuchka House,Chotpoti & Fuchka,Rangpur
v3un,Momo House,Dumpling,Gazipur
v45k,Islamia Hotel (Launch Ghat),Bangladeshi,Barisal
v4kd,Pinewood Cafe Kitchen (Green Road),Cafe,Dhaka
v4qr,Radhuni Kitchen,Bangladeshi,Barisal
v4zw,Crystal Cup,Beverage,Chittagong
v55x,Uthan Rooftop Restaurant,Rice Dishes,Dhaka
v5ex,Haji Biriyani House,Rice Dishes,Dhaka
v5ez,Rice Bowl Factory,Fast Food,Dhaka
v5hk,Triptir Dhekur,Fast Food,Brahmanbaria
v5i2,Ramen & Smoothie,Korean,Dhaka
v5ic,Deyashlaiful,SNAcks,Dhaka
v5nt,Allahr Dan Hotel,Rice Dishes,Dhaka
v5qs,Shahi Halim,SNAcks,Dhaka
v69m,The Big Flame,Fast Food,Chittagong
v6a8,Top Cake,Cakes,Dhaka
v6c3,East Kitchen,SNAcks,Dhaka
v6f4,Juice Lime,Juice Corner,Dhaka
v6gg,Tastease,Fast Food,Cox'S Bazar
v6lq,Amantron Hotel & Restaurant,Bangladeshi,Savar
v6zg,Coffee Buzz,Fast Food,Dhaka
v739,Pizzar Adda,Fast Food,Dhaka
v7ad,Shoyon'S Kitchen,Rice Dishes,Dhaka
v7ae,Pepperoni Palace,Fast Food,Chittagong
v7iw,Coffee Hut,Cafe,Dhaka
v7md,Pizza Milano,Pizza,Dhaka
v7tz,Pizza Glory,Pizza,Dhaka
v89a,Rabina'S Kitchen,Rice Dishes,Barisal
v8do,4 Son'S Kitchen,SNAcks,Dhaka
v8hb,Waffle King,Dessert,Chittagong
v8o1,Nabihah Restaurant & Cafe By Ascott The Residence,Asian,Dhaka
v8pu,De Novo,Fast Food,Dhaka
v8xe,Kacchi Bhai,Rice Dishes,Rangpur
v93v,Mealsy Restaurant & Cafe,SNAcks,Dhaka
v95e,Euro Legend Cafe,Cafe,Dhaka
v95f,Jamil Kacchi Biriyani,Biryani,Dhaka
v96f,Momo Express,SNAcks,Dhaka
v96w,Mohanagar Food Express,Bangladeshi,Dhaka
v9bt,Dawat,Biryani,Rajshahi
v9fc,Best Food,SNAcks,Chittagong
v9jg,Oregano,Fast Food,Chittagong
va04,Mermaid Coffee,Beverage,Barisal
va1e,Cafe President Park,Kebab,Dhaka
va4n,Chamichi,Beverage,Dhaka
va59,Haji Biryani House,Biryani,Chittagong
va74,Bengal Bite,Bangladeshi,Dhaka
va80,Chicken Buzz,Chicken,Dhaka
va8u,Teish Fooron,SNAcks,Dhaka
vaf4,Thai Grilled,Burgers,Dhaka
vaf6,23 Juice Bar & Coffee Station,Beverage,Barisal
vahn,Tasty Bites,Pizza,Barisal
vaic,Pizzalab Noyasorok,Pizza,Sylhet
var1,Burgwich Town Fusion Cafe,Indian,Dhaka
vard,Old Men'S Pizza,Pizza,Sylhet
vau4,Karai Curry,Curry,Rajshahi
vauo,7 Star Restora & Sweets,Curry,Barisal
vawh,Izaya,Bangladeshi,Dhaka
vawy,Mamur Tong,Beverage,Dhaka
vb07,Potatoes,SNAcks,Dhaka
vb37,Harun Hotel & Restaurant,Bangladeshi,Dhaka
vb7a,Rima'S Kitchen,Bangladeshi,Sylhet
vb9x,Arabian Burger,Burgers,Dhaka
vbap,Cp Five Star,Chicken,Chittagong
vbd0,Nipar Rannaghor,Bangladeshi,Dhaka
vbe4,Spice And More Restaurant & Cafe,Cafe,Barisal
vbl9,Chayer Adda & Juice Bar,Fast Food,Faridpur
vbvo,Fatema'S Bonedi Khana,Indian,Dhaka
vbxh,Espresso Lounge,Cafe,Dhaka
vc3r,Delicious Morsel,Fast Food,Dhaka
vc89,Cuisinier Mini Chinese,SNAcks,Khulna
vcaq,Cascade At Amari Dhaka,SNAcks,Dhaka
vcdc,Idli & Momo,Dumpling,Dhaka
vci0,Cp Five Star,Fried Chicken,Gazipur
vcmm,Rater Kabab & Roll,Kebab,Dhaka
vcza,Back Bancher'S Rooftop,Fast Food,Dhaka
vdlj,Dream Kitchen,SNAcks,Comilla
vdrs,Chef Mhef,Fast Food,Dhaka
vdrx,Paragon Momo,Dumpling,Dhaka
vdsn,Dhaka Bakehouse,Bangladeshi,Dhaka
vdu4,Sunset Beans,Cafe,Dhaka
vdzw,Kfc Sylhet,Fried Chicken,Sylhet
ve0f,Lebanon,Lebanese,Dhaka
ve1s,Food Valley,Bangladeshi,Bogra
vee7,Top Notch,Beverage,Dhaka
vegh,Hungry Heaven,Fast Food,Dhaka
veik,Lazeez Kebab,Kebab,Dhaka
vek9,Appayon Jhenaidah,Burgers,Jhenaidah
vf5l,Waffle Khai,Dessert,Dhaka
vfn6,Khulna Shemai Pitha Ghar,Bangladeshi,Khulna
vfte,Alfredough,Pizza,Sylhet
vfxm,Sea Food Zone,Fast Food,Kushtia
vg5t,Vibe'S Cafe,Beverage,Dhaka
vg5y,Hotel Deluxe,SNAcks,Khulna
vgah,Tarka Express,Indian,Dhaka
vgk6,Marzia'S Kitchen,Bangladeshi,Rangpur
vgma,Cafe Atelier,Cafe,Dhaka
vgn9,Shams Kitchen,SNAcks,Dhaka
wdij,Dream Kitchen,Bangladeshi,Dhaka
vgtp,Old Stand Cafe And Fuchka House,SNAcks,Faridpur
vgts,Bagbari Kabab Ghor,Kebab,Dhaka
vh9o,Blue Moon Restaurant & Party Center,Chinese,Dhaka
vhlf,Rowza Home Made Restaurant,SNAcks,Dhaka
vhwn,Orbit Cafe,SNAcks,Dhaka
vhzl,Kacchi Dine,Rice Dishes,Rangpur
vikd,Hungry Head,SNAcks,Dhaka
vins,Hungry Bite,Fast Food,Mymensingh
vj1l,Paragon Momo Joydebpur Meena Bazar,Fast Food,Gazipur
vj83,Tradition Bd,Biryani,Dhaka
vj8s,Kebab Bari,Kebab,Chittagong
vjcw,Lucious Art,SNAcks,Dhaka
vjfb,DragonStreet,Fast Food,Dhaka
vjrj,Rice Place,Fast Food,Dhaka
vk7z,Pizzaburg Feni,Pizza,Feni
vkbs,Ananna'S Home Made,Bangladeshi,Dhaka
vkix,Ruchi Ghor,Rice Dishes,Dhaka
vkka,Barcode Food Junction,NA,Chittagong
vknf,Test First,Bangladeshi,Dhaka
vkvb,Chabao Chaap,SNAcks,Comilla
vl10,T For Tea,Beverage,Dhaka
vl1i,Thandai,Fast Food,Dhaka
vl7i,Take & Care Caffe,Fast Food,Dhaka
vls0,Three Men Pizza,Pizza,Chittagong
vlug,Pizzeria Bangladesh,Pizza,Dhaka
vm7f,New Dawat Restora,Bangladeshi,Rangpur
vmp5,Mexican Spicy,Fast Food,Savar
vn7n,Pizza Hype,Pizza,Dhaka
vncq,Meat & Mingle,SNAcks,Chittagong
vndf,Waffle Up,Dessert,Dhaka
vnsk,New Allahar Dan Biryani House,Bangladeshi,Dhaka
vnt2,Cloud Cafe,SNAcks,Chittagong
vo2k,Meet And Eat,SNAcks,Cox'S Bazar
vo2o,Food Heaven,Bangladeshi,Khulna
vo2q,Crazy Butler,SNAcks,Dhaka
vo8b,Anaya'S Restro,Fast Food,Dhaka
voa5,Moja Foods,SNAcks,Dhaka
voej,Mann O Salwa,Curry,Chittagong
vogt,Hazi Kacchi Biryani Special & Catering,Rice Dishes,Savar
void,Amania Chinese & Thai Food,Chinese,Dhaka
voig,Thai Garden Thai & Chinese Restaurant,Chinese,Dhaka
vok3,Shawarma King,Shawarma,Dhaka
vooi,Momoz,SNAcks,Rangpur
vopo,Wynwood Coffee,Beverage,Dhaka
vowt,Big Smoke,Fast Food,Dhaka
voyc,Oritoast,Dessert,Dinajpur
voyp,Favourite Chotpoti & Jhalmuri,Chotpoti & Fuchka,Dhaka
vozk,Broccoli,Chinese,Dhaka
vp8f,Fuchka Bilash,Chotpoti & Fuchka,Comilla
vpl3,Mr. Kacchi Bari,Rice Dishes,Dhaka
vpmx,Midnight Pizza,Pizza,Dhaka
vpqs,Madness Pizza,Biryani,Gazipur
vpvp,Wow Waffle,Beverage,Chittagong
vqex,Root 13,SNAcks,Dhaka
vqhk,Yummy Delight Restaurant,Fast Food,Dhaka
vqnt,Dining Delight,Fast Food,Khulna
vqnu,MishuS Kitchen,Bangladeshi,Dhaka
vqo6,Ocean Delight,Seafood,Sylhet
vqz8,Bengali Kitchen,Bangladeshi,Dhaka
vr19,Fusion Flavors,Burgers,Gazipur
vr88,Cafe N Chill,Fast Food,Dhaka
vrc4,Denzong Momo Bar,Dumpling,Dhaka
vrfk,Amader Roshui Ghor,Bangladeshi,Dhaka
vrh5,Saba Special Fuchka,Chotpoti & Fuchka,Khulna
vrlc,Waffle & More,Dessert,Dhaka
vrny,Tour De Cyclist,Burgers,Rajshahi
vrvt,Shera Shaad Biriyani Ghor,Biryani,Dhaka
vrww,Nalli House,Bangladeshi,Dhaka
vs97,Chittagong Restaurant,Curry,Dhaka
vsay,Tasty Dots,Rice Dishes,Dhaka
vshq,Ammazan Cafe,SNAcks,Dhaka
vsmo,Food Buzz,Chotpoti & Fuchka,Sylhet
vsny,Afiyet Olsun,Kebab,Chittagong
vsx6,Al Majeed Kitchen,Bangladeshi,Dhaka
vt0o,Zayan'S Kitchen,Bangladeshi,Sylhet
vtdk,Waffle Time,Dessert,Tangail
vtf3,Tokyo Street,Japanese,Dhaka
vthp,Kacchi Mohol,Bangladeshi,Dhaka
vtlj,1 Kitchen,Dessert,Khulna
vtpj,Meals & Memories,Burgers,Dhaka
vts7,Appayon,Dumpling,Dhaka
vtt2,Teheriwala,Bangladeshi,Dhaka
vtv8,Chick On The Block,SNAcks,Dhaka
vtwa,Haji Biryani,Biryani,Dhaka
